State,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Policy,Renew Offer Type,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
California,Basic,High School or Below,2/22/2011,Unemployed,M,0,Suburban,Married,63,1,5,1,Corporate Auto,Corporate L3,Offer2,679.368378,Two-Door Car,Medsize,2287.59692
Washington,Basic,College,2/27/2011,Employed,F,84903,Urban,Married,111,7,63,1,Personal Auto,Personal L1,Offer1,497.126827,SUV,Medsize,4475.424592
California,Basic,College,2/21/2011,Unemployed,F,0,Suburban,Divorced,118,14,64,4,Personal Auto,Personal L3,Offer1,566.4,SUV,Medsize,8714.922135
Washington,Basic,Bachelor,1/29/2011,Retired,F,24910,Suburban,Single,63,7,63,1,Personal Auto,Personal L1,Offer1,347.857619,Four-Door Car,Medsize,2248.449633
California,Extended,Bachelor,2/22/2011,Unemployed,M,0,Suburban,Single,77,15,12,2,Personal Auto,Personal L3,Offer1,554.4,Four-Door Car,Medsize,7416.197322
Oregon,Basic,Master,2/21/2011,Medical Leave,M,21876,Suburban,Married,68,12,28,2,Personal Auto,Personal L3,Offer1,465.41477,Four-Door Car,Small,7771.158973
California,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Single,69,33,61,2,Personal Auto,Personal L3,Offer1,496.8,Four-Door Car,Small,6968.3419
California,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,61,17,1,7,Personal Auto,Personal L1,Offer1,292.8,Four-Door Car,Small,4250.282624
Oregon,Extended,High School or Below,1/16/2011,Employed,F,70699,Urban,Divorced,82,1,57,2,Personal Auto,Personal L2,Offer3,256.813837,Four-Door Car,Medsize,19776.56654
California,Basic,High School or Below,1/6/2011,Unemployed,F,0,Suburban,Married,74,11,85,2,Personal Auto,Personal L2,Offer1,355.2,Four-Door Car,Medsize,21343.46599
California,Basic,College,1/27/2011,Medical Leave,M,27501,Suburban,Married,63,20,0,1,Personal Auto,Personal L1,Offer4,542.319401,Four-Door Car,Medsize,2413.139714
Oregon,Premium,Doctor,1/15/2011,Disabled,F,15897,Urban,Divorced,101,30,99,2,Personal Auto,Personal L3,Offer2,303.148399,Four-Door Car,Medsize,15363.84716
Nevada,Basic,College,1/9/2011,Employed,F,25141,Rural,Divorced,73,12,4,2,Personal Auto,Personal L3,Offer3,25.438063,Four-Door Car,Medsize,8456.961887
Nevada,Basic,College,1/28/2011,Unemployed,F,0,Suburban,Married,61,5,46,1,Personal Auto,Personal L2,Offer3,292.8,Four-Door Car,Small,2189.642522
California,Basic,High School or Below,2/26/2011,Employed,M,51066,Suburban,Single,74,23,0,8,Personal Auto,Personal L2,Offer2,787.993313,Four-Door Car,Medsize,5780.182197
California,Basic,Bachelor,1/4/2011,Employed,F,28358,Rural,Married,117,24,37,1,Personal Auto,Personal L2,Offer2,84.024413,Sports Car,Medsize,4639.981638
Washington,Basic,College,2/1/2011,Employed,F,61846,Rural,Married,112,1,48,1,Personal Auto,Personal L2,Offer2,215.8182,SUV,Medsize,4465.335703
Arizona,Basic,Bachelor,1/27/2011,Employed,F,90972,Urban,Married,74,3,47,8,Personal Auto,Personal L3,Offer2,232.926145,Two-Door Car,Medsize,5968.118877
Washington,Basic,College,2/14/2011,Unemployed,F,0,Suburban,Single,74,3,95,7,Personal Auto,Personal L3,Offer3,532.8,Two-Door Car,Medsize,5097.763337
California,Basic,Bachelor,1/23/2011,Employed,F,29549,Suburban,Divorced,104,17,51,1,Personal Auto,Personal L2,Offer2,710.433775,Sports Car,Small,4076.634665
California,Premium,Bachelor,2/18/2011,Unemployed,F,0,Suburban,Married,115,12,17,2,Personal Auto,Personal L2,Offer1,552,Four-Door Car,Medsize,12252.60179
Nevada,Extended,Bachelor,1/24/2011,Employed,F,39411,Suburban,Married,217,4,29,4,Personal Auto,Personal L3,Offer3,1122.658899,Luxury Car,Medsize,16936.27147
Oregon,Basic,High School or Below,2/18/2011,Employed,M,21709,Suburban,Married,62,28,17,3,Personal Auto,Personal L2,Offer2,408.374746,Four-Door Car,Large,4892.435461
Nevada,Extended,Bachelor,1/19/2011,Employed,M,67890,Suburban,Single,85,23,57,2,Personal Auto,Personal L2,Offer4,408,Four-Door Car,Small,9942.304791
California,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single,110,3,16,1,Personal Auto,Personal L3,Offer1,792,SUV,Medsize,3735.838129
California,Basic,High School or Below,2/7/2011,Employed,F,84311,Suburban,Single,111,11,98,2,Personal Auto,Personal L3,Offer3,532.8,SUV,Small,13117.52215
California,Basic,College,1/30/2011,Employed,F,99316,Suburban,Single,114,26,53,1,Corporate Auto,Corporate L3,Offer2,754.358929,SUV,Medsize,4574.524094
Arizona,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married,138,20,11,1,Personal Auto,Personal L1,Offer2,702.990032,SUV,Medsize,5470.060561
California,Extended,Bachelor,1/13/2011,Employed,F,64586,Urban,Single,76,3,17,1,Personal Auto,Personal L1,Offer3,206.837111,Four-Door Car,Medsize,2978.84601
Oregon,Extended,College,2/8/2011,Employed,M,61709,Urban,Married,82,5,41,7,Personal Auto,Personal L3,Offer3,275.395894,Four-Door Car,Medsize,6410.967544
California,Basic,Master,1/29/2011,Employed,M,94656,Urban,Married,111,12,79,1,Special Auto,Special L2,Offer4,459.738128,SUV,Medsize,4479.023088
California,Basic,High School or Below,2/5/2011,Unemployed,F,0,Suburban,Single,69,5,40,1,Special Auto,Special L3,Offer4,496.8,Two-Door Car,Small,2383.731879
California,Basic,Bachelor,1/20/2011,Employed,M,61085,Suburban,Married,70,27,34,1,Personal Auto,Personal L3,Offer2,336,Two-Door Car,Medsize,2764.493659
Oregon,Basic,Bachelor,1/27/2011,Employed,F,89284,Suburban,Married,67,7,31,2,Personal Auto,Personal L2,Offer4,321.6,Two-Door Car,Small,7920.105377
Arizona,Basic,High School or Below,1/9/2011,Unemployed,F,0,Suburban,Divorced,63,6,12,2,Personal Auto,Personal L2,Offer1,302.4,Four-Door Car,Small,6889.097981
Washington,Extended,Bachelor,1/11/2011,Employed,F,31686,Suburban,Married,81,11,33,1,Personal Auto,Personal L3,Offer1,430.994107,Four-Door Car,Small,3274.194616
Oregon,Premium,High School or Below,2/17/2011,Employed,M,56855,Suburban,Single,255,12,1,1,Corporate Auto,Corporate L3,Offer4,1836,Luxury SUV,Medsize,9951.707743
Oregon,Basic,Bachelor,2/16/2011,Employed,M,53703,Rural,Single,67,3,45,1,Special Auto,Special L3,Offer1,67.632476,Four-Door Car,Medsize,2521.555686
Washington,Extended,High School or Below,2/10/2011,Unemployed,F,0,Suburban,Single,96,12,35,2,Personal Auto,Personal L1,Offer3,844.481918,Two-Door Car,Medsize,23706.11337
California,Extended,College,2/19/2011,Employed,M,20396,Suburban,Married,76,15,60,4,Personal Auto,Personal L1,Offer1,364.8,Four-Door Car,Medsize,6047.02516
California,Premium,Master,1/21/2011,Disabled,F,27679,Suburban,Single,150,30,28,3,Personal Auto,Personal L1,Offer1,722.486994,SUV,Medsize,11140.30248
Nevada,Extended,Bachelor,2/27/2011,Retired,F,23904,Suburban,Single,123,1,67,1,Personal Auto,Personal L3,Offer1,590.4,SUV,Medsize,4334.064096
Arizona,Basic,High School or Below,2/4/2011,Employed,F,65351,Suburban,Married,69,4,54,1,Corporate Auto,Corporate L1,Offer2,481.027516,Four-Door Car,Medsize,2799.74791
California,Basic,College,1/18/2011,Unemployed,M,0,Suburban,Single,113,20,1,7,Personal Auto,Personal L2,Offer1,1124.427734,SUV,Medsize,7923.136624
California,Basic,High School or Below,2/3/2011,Unemployed,M,0,Suburban,Single,63,0,54,7,Personal Auto,Personal L2,Offer1,669.682001,Four-Door Car,Medsize,3688.110888
California,Basic,College,1/2/2011,Unemployed,M,0,Suburban,Single,116,14,35,2,Personal Auto,Personal L2,Offer1,1284.093173,SUV,Medsize,12067.45599
California,Basic,College,1/9/2011,Employed,F,64459,Urban,Married,72,16,64,1,Personal Auto,Personal L1,Offer2,240.259479,Four-Door Car,Medsize,2924.976721
California,Premium,College,1/19/2011,Employed,M,32961,Suburban,Married,190,13,53,3,Corporate Auto,Corporate L2,Offer1,912,SUV,Small,15014.0927
Oregon,Basic,High School or Below,1/11/2011,Employed,F,71416,Suburban,Divorced,116,10,0,3,Corporate Auto,Corporate L3,Offer2,556.8,SUV,Medsize,9277.233839
Washington,Extended,Bachelor,1/31/2011,Employed,F,68964,Rural,Married,78,15,6,3,Personal Auto,Personal L3,Offer3,115.086827,Four-Door Car,Medsize,6274.123875
California,Extended,High School or Below,1/11/2011,Employed,M,78108,Suburban,Single,98,12,34,1,Personal Auto,Personal L3,Offer2,470.4,Two-Door Car,Small,3886.647414
California,Basic,College,2/11/2011,Retired,M,10621,Suburban,Single,67,28,22,5,Special Auto,Special L3,Offer1,321.6,Four-Door Car,Medsize,4386.277558
Washington,Extended,College,1/22/2011,Employed,M,84910,Urban,Married,95,4,69,2,Corporate Auto,Corporate L3,Offer2,383.167471,Two-Door Car,Small,11365.26766
California,Basic,High School or Below,2/24/2011,Employed,F,77493,Urban,Single,70,2,35,3,Special Auto,Special L3,Offer1,307.963291,Four-Door Car,Medsize,5610.96434
Arizona,Basic,College,2/28/2011,Employed,M,81097,Suburban,Divorced,74,7,67,1,Personal Auto,Personal L1,Offer4,355.2,Four-Door Car,Small,2912.892035
Oregon,Extended,College,1/25/2011,Employed,F,96610,Suburban,Married,85,6,23,3,Corporate Auto,Corporate L1,Offer4,520.364752,Four-Door Car,Large,6915.729915
Oregon,Premium,College,2/26/2011,Employed,M,30110,Urban,Married,159,20,71,1,Corporate Auto,Corporate L3,Offer4,466.436375,Sports Car,Small,6262.663307
Oregon,Extended,High School or Below,2/19/2011,Disabled,F,22081,Suburban,Married,84,1,9,6,Special Auto,Special L3,Offer1,451.670309,Two-Door Car,Small,6503.397049
Washington,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced,112,12,93,3,Personal Auto,Personal L3,Offer1,537.6,Sports Car,Medsize,8007.399376
California,Basic,College,1/2/2011,Employed,M,98473,Suburban,Married,72,19,69,1,Personal Auto,Personal L1,Offer2,345.6,Four-Door Car,Medsize,2929.916512
Oregon,Basic,Bachelor,1/26/2011,Employed,F,97431,Suburban,Married,74,1,72,3,Personal Auto,Personal L2,Offer3,355.2,Four-Door Car,Medsize,5969.55297
California,Basic,Bachelor,2/2/2011,Employed,M,93870,Suburban,Divorced,69,1,96,8,Personal Auto,Personal L2,Offer1,331.2,Four-Door Car,Medsize,5473.15987
Nevada,Basic,High School or Below,2/27/2011,Employed,M,50366,Suburban,Divorced,72,9,5,9,Personal Auto,Personal L1,Offer1,428.734656,Four-Door Car,Small,5645.396665
Washington,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,7,Personal Auto,Personal L3,Offer2,398.4,Two-Door Car,Small,6369.262355
Oregon,Basic,College,1/17/2011,Disabled,F,16552,Suburban,Married,103,23,53,2,Personal Auto,Personal L3,Offer2,494.4,SUV,Small,11833.76732
Oregon,Extended,College,1/17/2011,Employed,F,26787,Suburban,Married,77,7,50,5,Personal Auto,Personal L3,Offer3,369.6,Four-Door Car,Medsize,6121.107929
Nevada,Basic,College,2/24/2011,Unemployed,M,0,Suburban,Single,74,2,42,9,Personal Auto,Personal L1,Offer1,831.752839,Two-Door Car,Medsize,5159.369746
Nevada,Basic,High School or Below,2/14/2011,Employed,F,43860,Rural,Single,65,15,58,1,Corporate Auto,Corporate L3,Offer2,156.124914,Four-Door Car,Medsize,2514.59196
Arizona,Basic,High School or Below,2/20/2011,Employed,M,21474,Urban,Married,114,13,72,9,Corporate Auto,Corporate L3,Offer1,373.428187,SUV,Small,8668.611261
California,Basic,Bachelor,2/19/2011,Disabled,M,18174,Suburban,Married,66,8,16,9,Corporate Auto,Corporate L1,Offer1,395.934815,Four-Door Car,Small,4960.965384
Arizona,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married,73,18,45,5,Corporate Auto,Corporate L1,Offer1,350.4,Four-Door Car,Medsize,5504.139033
Arizona,Basic,College,2/6/2011,Employed,M,60920,Urban,Single,64,10,61,2,Personal Auto,Personal L3,Offer2,231.201886,Two-Door Car,Medsize,7507.455372
Arizona,Extended,High School or Below,2/27/2011,Employed,M,41520,Urban,Married,90,18,70,2,Personal Auto,Personal L2,Offer1,289.904105,Four-Door Car,Medsize,32269.85139
Oregon,Premium,Bachelor,2/1/2011,Unemployed,F,0,Suburban,Married,152,12,89,1,Personal Auto,Personal L3,Offer1,729.6,SUV,Small,5657.031588
Arizona,Basic,High School or Below,2/23/2011,Unemployed,M,0,Suburban,Married,68,19,16,8,Personal Auto,Personal L3,Offer3,326.4,Two-Door Car,Medsize,5061.757902
California,Basic,Bachelor,1/11/2011,Employed,M,72208,Suburban,Married,73,3,84,8,Personal Auto,Personal L3,Offer1,350.4,Two-Door Car,Small,5912.783829
California,Basic,Bachelor,2/10/2011,Employed,F,53863,Rural,Married,63,12,30,2,Personal Auto,Personal L2,Offer1,105.765111,Four-Door Car,Large,15182.27975
Washington,Extended,College,2/25/2011,Employed,M,66446,Urban,Divorced,136,8,77,3,Corporate Auto,Corporate L1,Offer2,639.464548,SUV,Large,10747.03094
Washington,Basic,College,2/16/2011,Unemployed,M,0,Suburban,Single,61,18,26,1,Personal Auto,Personal L3,Offer2,292.8,Four-Door Car,Small,2050.623512
Washington,Basic,Bachelor,1/30/2011,Employed,F,64997,Suburban,Single,63,7,99,1,Personal Auto,Personal L3,Offer2,383.442328,Four-Door Car,Small,2465.444865
Nevada,Basic,High School or Below,2/11/2011,Employed,F,64460,Suburban,Married,66,18,42,3,Corporate Auto,Corporate L3,Offer2,316.8,Two-Door Car,Small,5343.121327
Arizona,Basic,College,1/14/2011,Employed,F,46618,Rural,Married,67,22,77,2,Personal Auto,Personal L1,Offer3,99.085943,Four-Door Car,Large,8119.829071
Oregon,Basic,College,2/14/2011,Unemployed,F,0,Suburban,Divorced,64,13,64,4,Corporate Auto,Corporate L3,Offer1,307.2,Four-Door Car,Small,4605.265164
California,Extended,College,2/3/2011,Employed,M,49988,Suburban,Married,84,6,37,5,Personal Auto,Personal L2,Offer2,566.935022,Two-Door Car,Large,6408.785577
California,Extended,College,1/31/2011,Unemployed,F,0,Suburban,Single,91,2,8,1,Personal Auto,Personal L1,Offer1,436.8,Two-Door Car,Medsize,2376.533508
California,Extended,Bachelor,2/15/2011,Disabled,M,16269,Suburban,Divorced,86,6,84,1,Corporate Auto,Corporate L2,Offer3,412.8,Two-Door Car,Medsize,3211.070017
Arizona,Basic,Bachelor,2/27/2011,Employed,F,72006,Suburban,Divorced,64,4,38,3,Personal Auto,Personal L1,Offer4,307.2,Four-Door Car,Medsize,5094.522262
Arizona,Extended,High School or Below,1/21/2011,Unemployed,F,0,Suburban,Married,81,3,60,2,Personal Auto,Personal L2,Offer4,388.8,Four-Door Car,Small,25755.27817
Oregon,Extended,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Single,245,34,83,1,Corporate Auto,Corporate L3,Offer1,2345.413441,Luxury SUV,Medsize,8672.229719
California,Basic,Master,1/25/2011,Employed,M,44320,Suburban,Married,67,13,79,2,Personal Auto,Personal L2,Offer1,321.6,Four-Door Car,Medsize,8044.73072
Arizona,Premium,High School or Below,2/2/2011,Retired,F,19782,Suburban,Divorced,108,13,66,1,Personal Auto,Personal L3,Offer3,773.470977,Two-Door Car,Medsize,4001.519098
Nevada,Basic,Bachelor,2/9/2011,Employed,F,63933,Suburban,Divorced,70,35,98,2,Personal Auto,Personal L3,Offer1,424.883448,Two-Door Car,Medsize,16706.11699
Arizona,Basic,Doctor,2/28/2011,Employed,M,28224,Suburban,Single,109,13,13,8,Personal Auto,Personal L3,Offer1,523.2,SUV,Medsize,8544.411077
Washington,Basic,College,1/27/2011,Retired,F,21073,Suburban,Divorced,106,25,54,3,Personal Auto,Personal L3,Offer1,508.8,SUV,Small,7805.31287
Oregon,Extended,Bachelor,2/19/2011,Employed,M,63243,Urban,Married,77,21,73,3,Personal Auto,Personal L3,Offer4,364.240307,Four-Door Car,Large,6112.756868
Nevada,Extended,High School or Below,2/18/2011,Retired,M,20993,Suburban,Divorced,133,35,90,1,Personal Auto,Personal L3,Offer2,638.4,SUV,Medsize,4772.943848
Oregon,Extended,Bachelor,2/14/2011,Employed,F,94827,Urban,Married,135,5,64,4,Personal Auto,Personal L3,Offer1,354.729129,SUV,Medsize,10979.09559
California,Basic,Master,1/30/2011,Employed,F,39161,Urban,Married,63,18,83,4,Personal Auto,Personal L3,Offer2,283.995953,Two-Door Car,Small,5004.263818
Washington,Extended,Bachelor,2/9/2011,Employed,M,37534,Suburban,Married,84,2,0,2,Personal Auto,Personal L3,Offer3,403.2,Four-Door Car,Medsize,13223.04379
Oregon,Basic,Bachelor,2/6/2011,Employed,F,80210,Rural,Divorced,65,30,28,1,Corporate Auto,Corporate L3,Offer1,20.543176,Four-Door Car,Medsize,2623.31543
California,Basic,Bachelor,2/23/2011,Unemployed,M,0,Suburban,Married,62,32,59,2,Personal Auto,Personal L1,Offer1,385.115437,Four-Door Car,Small,17840.19555
California,Basic,College,2/22/2011,Employed,F,30110,Rural,Married,64,2,4,5,Personal Auto,Personal L1,Offer1,140.165035,Four-Door Car,Medsize,5106.111827
Arizona,Basic,College,1/16/2011,Medical Leave,F,21708,Suburban,Divorced,68,28,77,2,Personal Auto,Personal L2,Offer1,326.4,Four-Door Car,Medsize,17930.60451
Arizona,Basic,High School or Below,2/2/2011,Employed,M,94731,Suburban,Married,67,23,65,4,Personal Auto,Personal L2,Offer2,321.6,Four-Door Car,Medsize,5457.342569
California,Extended,Bachelor,2/22/2011,Employed,M,32375,Suburban,Married,83,17,83,6,Personal Auto,Personal L1,Offer1,398.4,Four-Door Car,Small,6563.644143
Oregon,Basic,College,1/3/2011,Medical Leave,M,16531,Rural,Married,63,0,40,4,Corporate Auto,Corporate L1,Offer1,102.879769,Four-Door Car,Medsize,4812.525221
Arizona,Extended,Master,2/27/2011,Employed,F,32006,Rural,Single,94,28,7,2,Corporate Auto,Corporate L3,Offer2,56.868289,Four-Door Car,Medsize,29328.04185
Arizona,Basic,Bachelor,2/15/2011,Employed,F,81676,Suburban,Married,72,21,86,8,Personal Auto,Personal L2,Offer1,463.158502,Two-Door Car,Small,5773.520711
California,Extended,College,1/11/2011,Employed,M,71038,Rural,Married,86,15,56,3,Corporate Auto,Corporate L1,Offer4,205.444066,Four-Door Car,Medsize,6847.1189
Arizona,Basic,High School or Below,1/21/2011,Unemployed,F,0,Suburban,Single,103,20,43,1,Corporate Auto,Corporate L3,Offer2,741.6,Sports Car,Medsize,3595.31286
Nevada,Basic,Master,1/26/2011,Medical Leave,F,20832,Rural,Married,65,8,32,2,Personal Auto,Personal L3,Offer1,56.371967,Two-Door Car,Medsize,22855.61209
Washington,Basic,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,113,19,10,7,Personal Auto,Personal L1,Offer1,813.6,SUV,Medsize,7859.414569
Oregon,Premium,High School or Below,2/23/2011,Employed,M,52405,Suburban,Married,103,2,27,1,Personal Auto,Personal L3,Offer4,494.4,Four-Door Car,Medsize,4115.577437
Arizona,Extended,High School or Below,2/4/2011,Unemployed,F,0,Suburban,Married,133,3,89,1,Personal Auto,Personal L3,Offer1,795.864079,Sports Car,Small,5029.638777
Washington,Extended,Bachelor,2/6/2011,Employed,F,26583,Suburban,Married,128,6,46,1,Personal Auto,Personal L2,Offer2,614.4,SUV,Medsize,4821.418454
Oregon,Basic,Master,2/10/2011,Disabled,M,25486,Rural,Married,65,15,53,3,Special Auto,Special L3,Offer1,72.438681,Two-Door Car,Medsize,5004.310469
Arizona,Premium,College,1/2/2011,Employed,M,24065,Suburban,Divorced,111,30,1,5,Corporate Auto,Corporate L2,Offer1,532.8,Four-Door Car,Medsize,8630.053943
Arizona,Premium,High School or Below,2/10/2011,Employed,F,70435,Rural,Married,116,0,50,4,Personal Auto,Personal L3,Offer3,67.881546,Four-Door Car,Medsize,9322.08512
California,Extended,College,1/19/2011,Unemployed,M,0,Suburban,Single,76,33,36,2,Personal Auto,Personal L3,Offer3,402.636829,Two-Door Car,Medsize,16727.56063
Oregon,Extended,High School or Below,2/23/2011,Employed,F,39679,Suburban,Married,92,2,85,1,Personal Auto,Personal L3,Offer2,641.388616,Two-Door Car,Medsize,3652.532435
Nevada,Extended,College,1/7/2011,Unemployed,M,0,Urban,Single,89,13,45,5,Personal Auto,Personal L2,Offer1,342.481173,Four-Door Car,Medsize,6158.601171
California,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Married,69,21,70,3,Personal Auto,Personal L2,Offer4,331.2,Two-Door Car,Medsize,4376.083958
Nevada,Basic,High School or Below,2/15/2011,Employed,M,53565,Suburban,Married,71,27,34,6,Personal Auto,Personal L3,Offer1,340.8,Four-Door Car,Small,5569.456156
Washington,Basic,Bachelor,2/24/2011,Employed,M,37574,Suburban,Married,66,19,14,1,Personal Auto,Personal L1,Offer1,412.101933,Two-Door Car,Medsize,2576.513006
Washington,Premium,Bachelor,2/2/2011,Employed,M,48259,Rural,Single,108,14,79,3,Personal Auto,Personal L2,Offer1,73.700573,Two-Door Car,Medsize,8346.983233
Arizona,Extended,High School or Below,1/7/2011,Employed,F,78532,Suburban,Married,78,25,87,3,Personal Auto,Personal L3,Offer2,374.4,Four-Door Car,Medsize,6323.923864
Arizona,Basic,Bachelor,2/28/2011,Employed,F,96163,Suburban,Married,73,23,90,3,Corporate Auto,Corporate L3,Offer1,350.4,Four-Door Car,Medsize,5973.14343
California,Basic,Bachelor,2/17/2011,Unemployed,M,0,Suburban,Single,72,0,86,7,Personal Auto,Personal L2,Offer1,345.6,Four-Door Car,Medsize,4706.676993
California,Basic,High School or Below,2/12/2011,Unemployed,M,0,Suburban,Married,114,9,72,5,Personal Auto,Personal L1,Offer1,722.024742,Sports Car,Medsize,8093.410258
